"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"0360" "Oslo" "0360 OSLO" "Gate-/veg-adresse" "59.9319" "10.7272" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0361" "Oslo" "0361 OSLO" "Gate-/veg-adresse" "59.9337" "10.7259" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0362" "Oslo" "0362 OSLO" "Gate-/veg-adresse" "59.9306" "10.7227" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0363" "Oslo" "0363 OSLO" "Gate-/veg-adresse" "59.9322" "10.718" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0364" "Oslo" "0364 OSLO" "Gate-/veg-adresse" "59.9304" "10.7212" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0365" "Oslo" "0365 OSLO" "Gate-/veg-adresse" "59.9284" "10.7221" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0366" "Oslo" "0366 OSLO" "Gate-/veg-adresse" "59.9283" "10.7181" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0367" "Oslo" "0367 OSLO" "Gate-/veg-adresse" "59.9265" "10.716" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0368" "Oslo" "0368 OSLO" "Gate-/veg-adresse" "59.9275" "10.7127" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0369" "Oslo" "0369 OSLO" "Gate-/veg-adresse" "59.9321" "10.7065" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0370" "Oslo" "0370 OSLO" "Gate-/veg-adresse" "59.9373" "10.7017" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0371" "Oslo" "0371 OSLO" "Gate-/veg-adresse" "59.9356" "10.7142" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0372" "Oslo" "0372 OSLO" "Gate-/veg-adresse" "59.9543" "10.7204" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0373" "Oslo" "0373 OSLO" "Gate-/veg-adresse" "59.942" "10.7094" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0374" "Oslo" "0374 OSLO" "Gate-/veg-adresse" "59.9427" "10.6974" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0375" "Oslo" "0375 OSLO" "Gate-/veg-adresse" "59.9332" "10.6884" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0376" "Oslo" "0376 OSLO" "Gate-/veg-adresse" "59.9422" "10.6822" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0377" "Oslo" "0377 OSLO" "Gate-/veg-adresse" "59.9348" "10.6794" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0378" "Oslo" "0378 OSLO" "Gate-/veg-adresse" "59.9409" "10.6664" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0379" "Oslo" "0379 OSLO" "Gate-/veg-adresse" "59.9318" "10.6685" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0380" "Oslo" "0380 OSLO" "Gate-/veg-adresse" "59.9315" "10.6555" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0381" "Oslo" "0381 OSLO" "Gate-/veg-adresse" "59.9284" "10.6508" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0382" "Oslo" "0382 OSLO" "Gate-/veg-adresse" "59.9308" "10.6432" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0383" "Oslo" "0383 OSLO" "Gate-/veg-adresse" "59.9322" "10.6357" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0401" "Oslo" "0401 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0402" "Oslo" "0402 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0403" "Oslo" "0403 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0404" "Oslo" "0404 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0405" "Oslo" "0405 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0406" "Oslo" "0406 OSLO" "Postboksar" "59.94076" "10.75945" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0407" "Oslo (ikkje i bruk)" "0407 OSLO (Ikkje i bruk)" "Firma/organisasjon med eige postnummer" "59.938" "10.7364" "2" "Koordinatane er retta av Erik Bolstad" "24.09.2012" "301" "Oslo kommune"
"0408" "Oslo" "0408 OSLO" "Postboksar" "59.9486" "10.7329" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0409" "Oslo" "0409 OSLO" "Postboksar" "59.94560" "10.77718" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0410" "Oslo" "0410 OSLO" "Postboksar" "59.94918" "10.76651" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0411" "Oslo" "0411 OSLO" "Postboksar" "59.96598" "10.77695" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0412" "Oslo" "0412 OSLO" "Postboksar" "59.934" "10.7614" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0413" "Oslo" "0413 OSLO" "Postboksar" "59.94727" "10.76923" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0415" "Oslo" "0415 OSLO" "Postboksar" "59.93558" "10.75239" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0421" "Oslo" "0421 OSLO" "Postboksar" "59.94740" "10.7691" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0422" "Oslo" "0422 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0423" "Oslo" "0423 OSLO" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0424" "Oslo" "0424 OSLO" "Postboksar" "59.9505" "10.7724" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0426" "Oslo (ikkje i bruk)" "0426 OSLO (ikkje i bruk)" "Postboksar" "59.9506" "10.7724" "2" "Koordinatane er retta av Erik Bolstad" "18.09.2013" "301" "Oslo kommune"
"0440" "Oslo" "0440 OSLO" "Fleire bruksomrÃ¥de" "59.9361" "10.7349" "6" "Usikker plassering" "08.06.2013" "301" "Oslo kommune"
"0441" "Oslo" "0441 OSLO" "Fleire bruksomrÃ¥de" "59.9492" "10.768" "6" "Usikker plassering" "08.06.2013" "301" "Oslo kommune"
"0442" "Oslo" "0442 OSLO" "Fleire bruksomrÃ¥de" "59.9488" "10.7667" "6" "Usikker plassering" "08.06.2013" "301" "Oslo kommune"
"0445" "Oslo" "0445 OSLO" "Gate-/veg-adresse" "59.9432" "10.7613" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0450" "Oslo" "0450 OSLO" "Gate-/veg-adresse" "59.9366" "10.7345" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0451" "Oslo" "0451 OSLO" "Gate-/veg-adresse" "59.9346" "10.7338" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0452" "Oslo" "0452 OSLO" "Gate-/veg-adresse" "59.9301" "10.7345" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0454" "Oslo" "0454 OSLO" "Gate-/veg-adresse" "59.9305" "10.7385" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0455" "Oslo" "0455 OSLO" "Gate-/veg-adresse" "59.9332" "10.7418" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0456" "Oslo" "0456 OSLO" "Gate-/veg-adresse" "59.9322" "10.7463" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0457" "Oslo" "0457 OSLO" "Gate-/veg-adresse" "59.9299" "10.7501" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0458" "Oslo" "0458 OSLO" "Gate-/veg-adresse" "59.9306" "10.7538" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0459" "Oslo" "0459 OSLO" "Gate-/veg-adresse" "59.9303" "10.7552" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0460" "Oslo" "0460 OSLO" "Gate-/veg-adresse" "59.933" "10.7518" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0461" "Oslo" "0461 OSLO" "Gate-/veg-adresse" "59.935" "10.7533" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0462" "Oslo" "0462 OSLO" "Gate-/veg-adresse" "59.9371" "10.7506" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0463" "Oslo" "0463 OSLO" "Gate-/veg-adresse" "59.938" "10.7528" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0464" "Oslo" "0464 OSLO" "Gate-/veg-adresse" "59.9397" "10.752" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0465" "Oslo" "0465 OSLO" "Gate-/veg-adresse" "59.9381" "10.7584" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0467" "Oslo" "0467 OSLO" "Gate-/veg-adresse" "59.9449" "10.761" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0468" "Oslo" "0468 OSLO" "Gate-/veg-adresse" "59.9406" "10.7596" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0469" "Oslo" "0469 OSLO" "Gate-/veg-adresse" "59.9408" "10.762" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0470" "Oslo" "0470 OSLO" "Gate-/veg-adresse" "59.9398" "10.7626" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0472" "Oslo" "0472 OSLO" "Gate-/veg-adresse" "59.9382" "10.7648" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0473" "Oslo" "0473 OSLO" "Gate-/veg-adresse" "59.9328" "10.7605" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0474" "Oslo" "0474 OSLO" "Gate-/veg-adresse" "59.9311" "10.7662" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0475" "Oslo" "0475 OSLO" "Gate-/veg-adresse" "59.9332" "10.7712" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0476" "Oslo" "0476 OSLO" "Gate-/veg-adresse" "59.9347" "10.7636" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0477" "Oslo" "0477 OSLO" "Gate-/veg-adresse" "59.9364" "10.7647" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0478" "Oslo" "0478 OSLO" "Gate-/veg-adresse" "59.9353" "10.7677" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0479" "Oslo" "0479 OSLO" "Gate-/veg-adresse" "59.9369" "10.7756" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0480" "Oslo" "0480 OSLO" "Gate-/veg-adresse" "59.9377" "10.771" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0481" "Oslo" "0481 OSLO" "Gate-/veg-adresse" "59.9398" "10.7748" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0482" "Oslo" "0482 OSLO" "Gate-/veg-adresse" "59.9417" "10.7741" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0483" "Oslo" "0483 OSLO" "Gate-/veg-adresse" "59.9427" "10.7723" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0484" "Oslo" "0484 OSLO" "Gate-/veg-adresse" "59.9485" "10.7677" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0485" "Oslo" "0485 OSLO" "Gate-/veg-adresse" "59.9492" "10.7732" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0486" "Oslo" "0486 OSLO" "Gate-/veg-adresse" "59.9539" "10.7706" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0487" "Oslo" "0487 OSLO" "Gate-/veg-adresse" "59.9487" "10.7816" "2" "Koordinatane er retta av Erik Bolstad" "17.09.2013" "301" "Oslo kommune"
"0488" "Oslo" "0488 OSLO" "Gate-/veg-adresse" "59.9498" "10.7901" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0489" "Oslo" "0489 OSLO" "Gate-/veg-adresse" "59.9537" "10.7861" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0490" "Oslo" "0490 OSLO" "Gate-/veg-adresse" "59.9523" "10.7978" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0491" "Oslo" "0491 OSLO" "Gate-/veg-adresse" "59.9596" "10.7868" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0492" "Oslo" "0492 OSLO" "Gate-/veg-adresse" "59.9575" "10.7831" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0493" "Oslo" "0493 OSLO" "Gate-/veg-adresse" "59.9614" "10.7789" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0494" "Oslo" "0494 OSLO" "Gate-/veg-adresse" "59.9641" "10.7879" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0495" "Oslo" "0495 OSLO" "Gate-/veg-adresse" "59.964573" "10.794720" "2" "Koordinatane er retta av Emil MÃ¼ller" "19.09.2013" "301" "Oslo kommune"
"0496" "Oslo" "0496 OSLO" "Gate-/veg-adresse" "59.9789" "10.8131" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0501" "Oslo" "0501 OSLO" "Postboksar" "59.92567" "10.77453" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0502" "Oslo" "0502 OSLO" "Postboksar" "59.929" "10.7725" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0503" "Oslo" "0503 OSLO" "Postboksar" "59.929" "10.7725" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0504" "Oslo" "0504 OSLO" "Postboksar" "59.929" "10.7725" "2" "Koordinatane er retta av Erik Bolstad" "01.09.2009" "301" "Oslo kommune"
"0505" "Oslo" "0505 OSLO" "Postboksar" "59.92173" "10.75719" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0506" "Oslo" "0506 OSLO" "Postboksar" "59.91876" "10.76156" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0507" "Oslo" "0507 OSLO" "Postboksar" "59.92173" "10.75719" "6" "Usikker plassering" "10.01.2014" "301" "Oslo kommune"
"0508" "Oslo" "0508 OSLO" "Postboksar" "59.92868" "10.80537" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0509" "Oslo" "0509 OSLO" "Postboksar" "59.9287" "10.8054" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0510" "Oslo" "0510 OSLO" "Postboksar" "59.9287" "10.8054" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0511" "Oslo" "0511 OSLO" "Postboksar" "59.9287" "10.8054" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0512" "Oslo" "0512 OSLO" "Postboksar" "59.9287" "10.8054" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0513" "Oslo" "0513 OSLO" "Postboksar" "59.9287" "10.8054" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0514" "Oslo (Ikkje i bruk)" "0514 OSLO (Ikkje i bruk)" "Fleire bruksomrÃ¥de" "59.9393" "10.796" "2" "Koordinatane er retta av Erik Bolstad" "24.09.2012" "301" "Oslo kommune"
"0515" "Oslo" "0515 OSLO" "Postboksar" "59.94262" "10.81204" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0516" "Oslo" "0516 OSLO" "Postboksar" "59.93647" "10.82696" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0517" "Oslo" "0517 OSLO" "Postboksar" "59.94323" "10.83546" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0518" "Oslo" "0518 OSLO" "Postboksar" "59.94398" "10.84782" "1" "Koordinatane gjeld postkontoret" "11.10.2011" "301" "Oslo kommune"
"0520" "Oslo" "0520 OSLO" "Postboksar" "59.9287" "10.8054" "1" "Koordinatane gjeld postkontoret" "01.09.2009" "301" "Oslo kommune"
"0540" "Oslo" "0540 OSLO" "Servicepostnummer" "59.9358" "10.8362" "6" "Usikker plassering" "08.06.2013" "301" "Oslo kommune"
"0550" "Oslo" "0550 OSLO" "Gate-/veg-adresse" "59.9193" "10.758" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0551" "Oslo" "0551 OSLO" "Gate-/veg-adresse" "59.9218" "10.7565" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0552" "Oslo" "0552 OSLO" "Gate-/veg-adresse" "59.9226" "10.7595" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0553" "Oslo" "0553 OSLO" "Gate-/veg-adresse" "59.9248" "10.7607" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0554" "Oslo" "0554 OSLO" "Gate-/veg-adresse" "59.9247" "10.7571" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0555" "Oslo" "0555 OSLO" "Gate-/veg-adresse" "59.9268" "10.7591" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0556" "Oslo" "0556 OSLO" "Gate-/veg-adresse" "59.9274" "10.7614" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0557" "Oslo" "0557 OSLO" "Gate-/veg-adresse" "59.9289" "10.7638" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0558" "Oslo" "0558 OSLO" "Gate-/veg-adresse" "59.9213" "10.7627" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0559" "Oslo" "0559 OSLO" "Gate-/veg-adresse" "59.9202" "10.7632" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0560" "Oslo" "0560 OSLO" "Gate-/veg-adresse" "59.9208" "10.7688" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0561" "Oslo" "0561 OSLO" "Gate-/veg-adresse" "59.9167" "10.7651" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0562" "Oslo" "0562 OSLO" "Gate-/veg-adresse" "59.9199" "10.7672" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0563" "Oslo" "0563 OSLO" "Gate-/veg-adresse" "59.9219" "10.7757" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0564" "Oslo" "0564 OSLO" "Gate-/veg-adresse" "59.9231" "10.7746" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0565" "Oslo" "0565 OSLO" "Gate-/veg-adresse" "59.9245" "10.7727" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0566" "Oslo" "0566 OSLO" "Gate-/veg-adresse" "59.9254" "10.7698" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0567" "Oslo" "0567 OSLO" "Gate-/veg-adresse" "59.9277" "10.7701" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0568" "Oslo" "0568 OSLO" "Gate-/veg-adresse" "59.9289" "10.7693" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0569" "Oslo" "0569 OSLO" "Gate-/veg-adresse" "59.9302" "10.7757" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0570" "Oslo" "0570 OSLO" "Gate-/veg-adresse" "59.9316" "10.779" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0571" "Oslo" "0571 OSLO" "Gate-/veg-adresse" "59.9256" "10.7752" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0572" "Oslo" "0572 OSLO" "Gate-/veg-adresse" "59.9302" "10.7834" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0573" "Oslo" "0573 OSLO" "Gate-/veg-adresse" "59.9313" "10.7814" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0574" "Oslo" "0574 OSLO" "Gate-/veg-adresse" "59.9333" "10.7805" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0575" "Oslo" "0575 OSLO" "Gate-/veg-adresse" "59.9254" "10.7861" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0576" "Oslo" "0576 OSLO" "Gate-/veg-adresse" "59.9203" "10.7858" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0577" "Oslo" "0577 OSLO" "Gate-/veg-adresse" "59.9151" "10.7729" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0578" "Oslo" "0578 OSLO" "Gate-/veg-adresse" "59.915" "10.7695" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0579" "Oslo" "0579 OSLO" "Gate-/veg-adresse" "59.9258" "10.7942" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0580" "Oslo" "0580 OSLO" "Gate-/veg-adresse" "59.9326" "10.8094" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0581" "Oslo" "0581 OSLO" "Gate-/veg-adresse" "59.9275" "10.8166" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0582" "Oslo" "0582 OSLO" "Gate-/veg-adresse" "59.9303" "10.8326" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0583" "Oslo" "0583 OSLO" "Gate-/veg-adresse" "59.9347" "10.8198" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0584" "Oslo" "0584 OSLO" "Gate-/veg-adresse" "59.939" "10.8214" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0585" "Oslo" "0585 OSLO" "Gate-/veg-adresse" "59.9321" "10.7923" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0586" "Oslo" "0586 OSLO" "Gate-/veg-adresse" "59.9386" "10.8002" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0587" "Oslo" "0587 OSLO" "Gate-/veg-adresse" "59.9435" "10.7942" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0588" "Oslo" "0588 OSLO" "Gate-/veg-adresse" "59.946" "10.8021" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0589" "Oslo" "0589 OSLO" "Gate-/veg-adresse" "59.9427" "10.8157" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0590" "Oslo" "0590 OSLO" "Gate-/veg-adresse" "59.9505" "10.8177" "5" "Koordinatane er retta av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0591" "Oslo" "0591 OSLO" "Gate-/veg-adresse" "59.9486" "10.8224" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0592" "Oslo" "0592 OSLO" "Gate-/veg-adresse" "59.9485" "10.8276" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
"0593" "Oslo" "0593 OSLO" "Gate-/veg-adresse" "59.9451" "10.835" "3" "Koordinatane er kontrollerte av ein yr.no-brukar" "17.09.2013" "301" "Oslo kommune"
